author,language,level,level_grammar,level_ortography,level_vocabulary_range,level_vocabulary_control,level_coherence,level_appropriateness,text,text_target,score,cefr,model_input
1071_0024835,1,0,0,2,1,1,1,1,"Lieber Jens, Ich wünsche dir, alles gute das du Vater geworden ist. Wie heißt das Baby? Und wie gehts dir und deine Frau? Ich hoffe das Baby und deine Frau ist geht gut. Liebe Grüßen deine Maria","Lieber Jens , ich wünsche dir alles Gute , weil du Vater geworden bist . Wie heißt das Baby ? Und wie geht´s dir und deiner Frau ? Ich hoffe , dem Baby und deiner Frau geht es gut . Liebe Grüße deine Maria",2.0,A1,"CEFR Level: A1

Answer:
Lieber Jens, Ich wünsche dir, alles gute das du Vater geworden ist. Wie heißt das Baby? Und wie gehts dir und deine Frau? Ich hoffe das Baby und deine Frau ist geht gut. Liebe Grüßen deine Maria"
1071_0243502,1,0,1,2,1,1,0,1,"Hallo Jens. Vile, vile Glückwünsche! Du bist jetz Papa! Wie heißt Deine Babys? Wie geht der Mutter das Babys? Sie Ist Sie Gesund? Wann könenn wir besuchen? Ich möchte Dir helfen. Tschuss Deine Maria","Hallo Jens ! Viele , viele Glückwünsche ! Du bist jetzt Papa ! Wie heißt Dein Baby ? Wie geht es der Mutter des Babys ? Ist sie gesund ? Wann können wir Euch besuchen ? Ich möchte Dir helfen . Tschüss Deine Maria",2.0,A1,"CEFR Level: A1

Answer:
Hallo Jens. Vile, vile Glückwünsche! Du bist jetz Papa! Wie heißt Deine Babys? Wie geht der Mutter das Babys? Sie Ist Sie Gesund? Wann könenn wir besuchen? Ich möchte Dir helfen. Tschuss Deine Maria"
1023_0101700,1,3,2,4,3,2,3,3,"Sehr geehrter Damen und Herren, Ich habe Ihnen Anzeige über die Vertriebspraktikum gesucht gelesen. Ich bin Architekturstudenten und auf diesemn Grund interessiere mich viel dieses Praktikum. Ich meine, dass für mich eine wunderware Erfahrung wäre, wenn ich an dieser Firma teilnehmen könnte. Ich kann alle Sachen was Sie möchten machen. Ich bin in dem letzten Semester von meiner Karriere und ich hatte die beste Qualifikation was ich kann. Ich kann auch sofort beginnen. Auf jeden fall möchte ich nur wissen, wie viele Geld verdiene ich und wie viele Stunden müsste ich pro Woche arbeiten. Ich hoffe, dass Sie mit mir möchten arbeiten werden. Ich glaube, dass ich viele positive Sachen und guten Erfahrungen lernen kann. Vielen danke Mit freundlichen Grüßen, Michael Winkelmann","Sehr geehrte Damen und Herren , ich habe Ihre Anzeige über das Vertriebspraktikum gesucht und gelesen . Ich bin Architekturstudent und aus diesem Grund interessiere ich mich viel für dieses Praktikum . Ich meine , dass es für mich eine wunderbare Erfahrung wäre , wenn ich an dieser Firma teilnehmen könnte . Ich kann alle Sachen , die Sie machen möchten . Ich bin in dem letzten Semester von meiner Karriere und ich hatte die beste Qualifikation für das , was ich kann . Ich kann auch sofort beginnen . Auf jeden Fall möchte ich nur wissen , wie viel Geld ich verdiene und wie viele Stunden ich pro Woche arbeiten müsste . Ich hoffe , dass Sie mit mir arbeiten möchten . Ich glaube , dass ich viele positive Sachen und gute Erfahrungen lernen kann . Vielen Dank . Mit freundlichen Grüßen , Michael Winkelmann",5.666666666666666,B2,"CEFR Level: B2

Answer:
Sehr geehrter Damen und Herren, Ich habe Ihnen Anzeige über die Vertriebspraktikum gesucht gelesen. Ich bin Architekturstudenten und auf diesemn Grund interessiere mich viel dieses Praktikum. Ich meine, dass für mich eine wunderware Erfahrung wäre, wenn ich an dieser Firma teilnehmen könnte. Ich kann alle Sachen was Sie möchten machen. Ich bin in dem letzten Semester von meiner Karriere und ich hatte die beste Qualifikation was ich kann. Ich kann auch sofort beginnen. Auf jeden fall möchte ich nur wissen, wie viele Geld verdiene ich und wie viele Stunden müsste ich pro Woche arbeiten. Ich hoffe, dass Sie mit mir möchten arbeiten werden. Ich glaube, dass ich viele positive Sachen und guten Erfahrungen lernen kann. Vielen danke Mit freundlichen Grüßen, Michael Winkelmann"
1091_0000035,1,1,1,2,2,1,2,2,"Stadt X 04.01.2012 Sehr geehrte Damen und Herren, Ich suchen eine neue Wohnung. Ich möchte drei Zimmer brauchen Ich habe einen Tochter und Stiefsohn und Man Ich möchte ein Schlafzimmer ein Wohnzimmer und zwei Kinderzimmer und auch ein balkon haben. Ich Kann Miete bezalen 600 - 700 € Mit frundlichen Grüßen Eva Müller","Stadt X , 04.01.2012 Sehr geehrte Damen und Herren , ich suche eine neue Wohnung . Ich möchte drei Zimmer . Ich habe eine Tochter und einen Stiefsohn und einen Mann . Ich möchte ein Schlafzimmer , ein Wohnzimmer und zwei Kinderzimmer und auch einen Balkon haben . Ich kann 600 - 700 € Miete bezahlen . Mit freundlichen Grüßen Eva Müller",3.333333333333334,A2,"CEFR Level: A2

Answer:
Stadt X 04.01.2012 Sehr geehrte Damen und Herren, Ich suchen eine neue Wohnung. Ich möchte drei Zimmer brauchen Ich habe einen Tochter und Stiefsohn und Man Ich möchte ein Schlafzimmer ein Wohnzimmer und zwei Kinderzimmer und auch ein balkon haben. Ich Kann Miete bezalen 600 - 700 € Mit frundlichen Grüßen Eva Müller"
1091_0000067,1,1,2,3,2,1,2,2,"Liebe Maria, Ich fahre am Freitag nach Köln, Kanst du bitte mein Kleine und süsse Hund kümmern. Tut mir sehr leid, ich kann nicht meine Hund mitnehmen. Ich bin am Sonntagabend wider da. Vielen Dank im Voraus für Deine Hilfe. Mit Fröndlischen Grüsen Friedrich","Liebe Maria , ich fahre am Freitag nach Köln . Kannst du dich bitte um meinen kleinen und süßen Hund kümmern ? Tut mir sehr leid ; ich kann meinen Hund nicht mitnehmen . Ich bin am Sonntagabend wieder da . Vielen Dank im Voraus für Deine Hilfe . Mit Freundlichen Grüßen Friedrich",4.0,A2,"CEFR Level: A2

Answer:
Liebe Maria, Ich fahre am Freitag nach Köln, Kanst du bitte mein Kleine und süsse Hund kümmern. Tut mir sehr leid, ich kann nicht meine Hund mitnehmen. Ich bin am Sonntagabend wider da. Vielen Dank im Voraus für Deine Hilfe. Mit Fröndlischen Grüsen Friedrich"
1061_0120369,1,2,1,2,2,2,2,2,"27/02/2012, Stadt X Lieber Silke, Ich geht ganz gut und danke fur die frage. Meiner family geht sehr (ganz) gut. Ich hat, sechs monat alten Kind, Julia. Mein mann arbeitet für die UN, im Stadt X. Meine freuenden gibt eine große Party fur meine Geburtstag mit thema ""Urlaub"" Diese Jahr.. Das ist sehr Interassant fur mich. Im moment, Ich denke für diese Jahr urlaub mit meine Family im May oder September Von Deutchland bis USA oder India. Danach, Ich glaube meine Family sehr frei Zeit & Ihm anrufen sie für die informationen über ""ein paar tage"" besuchen. Hoffentlich bis bald, Winkelmann","27/02/2012 , Stadt X Liebe Silke , ich gehe ganz gut und danke für die Frage . Meiner Familie geht es sehr ( ganz ) gut . Ich habe ein sechs Monate altes Kind , Julia . Mein Mann arbeitet für die UN , in Stadt X . Meine Freundin gibt eine große Party für meinen Geburtstag mit dem Thema "" Urlaub "" dieses Jahr .. Das ist sehr interessant für mich . Im Moment denke ich für dieses Jahr , Urlaub mit meiner Familie im Mai oder September von Deutschland bis in die USA oder Indien . Danach glaube ich hat meine Familie sehr viel freie Zeit & wird ihn anrufen für die Informationen über ein paar Tage Besuch . Hoffentlich bis bald , Winkelmann",3.6666666666666665,B1,"CEFR Level: B1

Answer:
27/02/2012, Stadt X Lieber Silke, Ich geht ganz gut und danke fur die frage. Meiner family geht sehr (ganz) gut. Ich hat, sechs monat alten Kind, Julia. Mein mann arbeitet für die UN, im Stadt X. Meine freuenden gibt eine große Party fur meine Geburtstag mit thema ""Urlaub"" Diese Jahr.. Das ist sehr Interassant fur mich. Im moment, Ich denke für diese Jahr urlaub mit meine Family im May oder September Von Deutchland bis USA oder India. Danach, Ich glaube meine Family sehr frei Zeit & Ihm anrufen sie für die informationen über ""ein paar tage"" besuchen. Hoffentlich bis bald, Winkelmann"
1061_0120343,1,2,2,3,2,2,2,3,"Stadt X, 12.3.2012 Liebe Dana, ich habe deinen Brief, die du mir geschrieben hast, bekommen und es hat mir gut gefallen, weil ich seit dem prüfungen Abschluss dich nicht mehr gesehen habe. Ich möchte gern dich nach deiner Rückkehr mal besuchen. Aber herzlichen Glückwunsch zur bestandenen Prüfung. Ich freue mich sehr dazu. Dana! weißst du? wir werde das bei dir feiern. Mein grösster Wunsch ist die islanbulischen Kleidung; ein Hemd, oder ein Rock. Das wäre Super. Ich werde auch bei mein Verwandten, die in Türkei sind, besuchen. Das wird vier Wochen später. Viele Grüße, Maria","Stadt X , 12.3.2012 Liebe Dana , ich habe deinen Brief , den du mir geschrieben hast , bekommen und es hat mir gut gefallen , weil ich dich seit dem Prüfungsabschluss nicht mehr gesehen habe . Ich möchte dich gern nach deiner Rückkehr mal besuchen . Aber herzlichen Glückwunsch zur bestandenen Prüfung . Ich freue mich sehr darüber . Dana , weißt du was ? Wir werden das bei dir feiern . Mein größter Wunsch ist die istanbulische Kleidung , ein Hemd oder ein Rock . Das wäre super . Ich werde auch meine Verwandten , die in der Türkei sind , besuchen . Das wird vier Wochen später sein . Viele Grüße , Maria",4.666666666666667,B1,"CEFR Level: B1

Answer:
Stadt X, 12.3.2012 Liebe Dana, ich habe deinen Brief, die du mir geschrieben hast, bekommen und es hat mir gut gefallen, weil ich seit dem prüfungen Abschluss dich nicht mehr gesehen habe. Ich möchte gern dich nach deiner Rückkehr mal besuchen. Aber herzlichen Glückwunsch zur bestandenen Prüfung. Ich freue mich sehr dazu. Dana! weißst du? wir werde das bei dir feiern. Mein grösster Wunsch ist die islanbulischen Kleidung; ein Hemd, oder ein Rock. Das wäre Super. Ich werde auch bei mein Verwandten, die in Türkei sind, besuchen. Das wird vier Wochen später. Viele Grüße, Maria"
1031_0002198,1,4,3,4,4,3,4,3,"Die Orientierung an das neuen Heimat Es wird seit langem diskutiert, ob man sich an der Kultur und die Gewöhnheiten des Landes, wo man lebt orientieren oder nicht. Also das heißt für mich sich integrieren. In Deutschland ist auch dieser Thema sehr aktuell. Seit über zwei Jahren lesen wir in der Presse oft über deisen Thema. Die Politiker streiten sich gegenseitig über diesen Probleme. Manche Politiker meinen, dass die Ausländer, besonders die Leute, die aus islamischen Ländern kommen, sich nicht gut integrieren können. Oder sie wollen sich nicht integrieren. Ich lebe seit über 10 Jahren in Deutschland und komme aus der Türkei, also aus einem islamischen Land her. Ich denke man muss sich natürlich an der Kultur des Gastlandes orientieren. Das heißt nicht, dass wir uns von unseren eigenen Kulturen und Traditionen vermeiden. Z.B, wenn ich mich in Deutschland wohl fühlen möchte oder leben möchte, dann muss ich mich, an Kulturen der Deutschen etwas orientieren. Sonst kann ich mich mit meiner deutsche Freundin nicht gut verstehen. Andererseits müssen auch die Deutsche etwas dafür tun, damit ich mich gut integrieren kann. Gegenseitige Toleranz ist sehr wichtig. Sie müssen z.B. tolerieren und respektieren, wenn ich hier meine tradionele Feier, feiern möchte. Die Politiker müssen unterschiedliche Gesetze erlassen, damit wir als Ausländer nicht große Schwierigkeit erleben, uns zu orientieren. Aber ich finde allgemein ist nicht gut, wenn man die eigene Tradition, seines Heimatlandes frotzusetzen. und sich an der Kulturen des Gastlandes aufschließen. Mit Freundlichen Grüßen Stefan Meier","Die Orientierung an der neuen Heimat Es wird seit langem diskutiert , ob man sich an der Kultur und den Gewohnheiten des Landes , wollen man lebt , orientieren soll oder nicht . Also das heißt für mich , sich zu integrieren . In Deutschland ist auch dieses Thema sehr aktuell . Seit über zwei Jahren lesen wir in der Presse oft über dieses Thema . Die Politiker streiten sich gegenseitig über diese Probleme . Manche Politiker meinen , dass die Ausländer , besonders die Leute , die aus islamischen Ländern kommen , sich nicht gut integrieren können . Oder sie wollen sich nicht integrieren . Ich lebe seit über 10 Jahren in Deutschland und komme aus der Türkei , also aus einem islamischen Land . Ich denke , man muss sich natürlich an der Kultur des Gastlandes orientieren . Das heißt nicht , dass wir unsere eigenen Kulturen und Traditionen vermeiden . Z.B. wenn ich mich in Deutschland wohl fühlen möchte oder leben möchte , dann muss ich mich an die Kulturen der Deutschen etwas orientieren . Sonst kann ich mich mit meiner deutschen Freundin nicht gut verstehen . Andererseits müssen auch die Deutschen etwas dafür tun , damit ich mich gut integrieren kann . Gegenseitige Toleranz ist sehr wichtig . Sie müssen es z.B. tolerieren und respektieren , wenn ich hier meine traditionelle Feier feiern möchte . Die Politiker müssen unterschiedliche Gesetze erlassen , damit wir als Ausländer nicht große Schwierigkeit erleben , uns zu orientieren . Aber ich finde , allgemein ist es nicht gut , wenn man die eigene Tradition seines Heimatlandes fortsetzt und sich von den Kulturen des Gastlandes ausschließt . Mit freundlichen Grüßen Stefan Meier",7.0,C1,"CEFR Level: C1

Answer:
Die Orientierung an das neuen Heimat Es wird seit langem diskutiert, ob man sich an der Kultur und die Gewöhnheiten des Landes, wo man lebt orientieren oder nicht. Also das heißt für mich sich integrieren. In Deutschland ist auch dieser Thema sehr aktuell. Seit über zwei Jahren lesen wir in der Presse oft über deisen Thema. Die Politiker streiten sich gegenseitig über diesen Probleme. Manche Politiker meinen, dass die Ausländer, besonders die Leute, die aus islamischen Ländern kommen, sich nicht gut integrieren können. Oder sie wollen sich nicht integrieren. Ich lebe seit über 10 Jahren in Deutschland und komme aus der Türkei, also aus einem islamischen Land her. Ich denke man muss sich natürlich an der Kultur des Gastlandes orientieren. Das heißt nicht, dass wir uns von unseren eigenen Kulturen und Traditionen vermeiden. Z.B, wenn ich mich in Deutschland wohl fühlen möchte oder leben möchte, dann muss ich mich, an Kulturen der Deutschen etwas orientieren. Sonst kann ich mich mit meiner deutsche Freundin nicht gut verstehen. Andererseits müssen auch die Deutsche etwas dafür tun, damit ich mich gut integrieren kann. Gegenseitige Toleranz ist sehr wichtig. Sie müssen z.B. tolerieren und respektieren, wenn ich hier meine tradionele Feier, feiern möchte. Die Politiker müssen unterschiedliche Gesetze erlassen, damit wir als Ausländer nicht große Schwierigkeit erleben, uns zu orientieren. Aber ich finde allgemein ist nicht gut, wenn man die eigene Tradition, seines Heimatlandes frotzusetzen. und sich an der Kulturen des Gastlandes aufschließen. Mit Freundlichen Grüßen Stefan Meier"
1061_0120335,1,2,3,3,2,3,2,3,"Stadt X, den 28.2.2012 Liebe Silke, ich habe mir über dein Brief sehr gefreut. Alles ist hier in Stadt X ganz in Ordnung. Meine Elteren müssen den ganzen Tag arbeiten und ich muss jeden Tag zum Krankenhaus gehen. Leider, habe ich keine freizeit, um euch zu besuchen. Weißt du, Ich habe seit drei Wochen ein Praktikum angefangen und ich habe wirklich viel Arbeit zu tun. Ich besuche auch jeden Tag ein deutscher Intensivkurs. Also habe ich auch viel Lernen nach der Arbeit. Hoffentlich werde ich euch besuchen, nächstes Jahr, nachdem der Praktikum beendet ist. Eigentlich, habe ich keine Ahnung, was für eine Wünsche ich zum Geburtstag habe. Vielleicht könntet ihr mich in Stadt X besuchen am nächsten Wochenende! Ihr habt mir sehr gefehlt! Es wäre toll, wenn ich mit euch ein paar Tage zusammen bleiben. Du musst natürlich die ganze familie - plus die neue Katz - mitbringen. Ich mag Tier sehr! Trotzdem kann ich keins zu Hause haben, weil ich keine Zeit habe, um den zu kümmern. Denk an meinen Vorschlag, bitte, und beantwort mich so bald wie möglich! Ich warte ungeduldig auf deine Antwort! Viele liebe Grüße dein Friedrich","Stadt X , den 28.2.2012 Liebe Silke , ich habe mich über deinen Brief sehr gefreut . Alles ist hier in Stadt X ganz in Ordnung . Meine Eltern müssen den ganzen Tag arbeiten und ich muss jeden Tag zum Krankenhaus gehen . Leider habe ich keine Freizeit , um euch zu besuchen . Weißt du , ich habe vor drei Wochen ein Praktikum angefangen und ich habe wirklich viel Arbeit zu tun . Ich besuche auch jeden Tag einen Deutsch -Intensivkurs . Also habe ich auch viel zu lernen nach der Arbeit . Hoffentlich werde ich euch nächstes Jahr besuchen , wenn das Praktikum beendet ist . Eigentlich habe ich keine Ahnung , welche Wünsche ich zum Geburtstag habe . Vielleicht könntet ihr mich in Stadt X besuchen am nächsten Wochenende ! Ihr habt mir sehr gefehlt ! Es wäre toll , wenn ich mit euch ein paar Tage zusammenbleibe . Du musst natürlich die ganze Familie - plus die neue Katze - mitbringen . Ich mag Tiere sehr ! Trotzdem kann ich keins zu Hause haben , weil ich keine Zeit habe , um mich zu kümmern . Denk an meinen Vorschlag , bitte , und antworte mir so bald wie möglich ! Ich warte ungeduldig auf deine Antwort ! Viele liebe Grüße dein Friedrich",5.333333333333333,B1,"CEFR Level: B1

Answer:
Stadt X, den 28.2.2012 Liebe Silke, ich habe mir über dein Brief sehr gefreut. Alles ist hier in Stadt X ganz in Ordnung. Meine Elteren müssen den ganzen Tag arbeiten und ich muss jeden Tag zum Krankenhaus gehen. Leider, habe ich keine freizeit, um euch zu besuchen. Weißt du, Ich habe seit drei Wochen ein Praktikum angefangen und ich habe wirklich viel Arbeit zu tun. Ich besuche auch jeden Tag ein deutscher Intensivkurs. Also habe ich auch viel Lernen nach der Arbeit. Hoffentlich werde ich euch besuchen, nächstes Jahr, nachdem der Praktikum beendet ist. Eigentlich, habe ich keine Ahnung, was für eine Wünsche ich zum Geburtstag habe. Vielleicht könntet ihr mich in Stadt X besuchen am nächsten Wochenende! Ihr habt mir sehr gefehlt! Es wäre toll, wenn ich mit euch ein paar Tage zusammen bleiben. Du musst natürlich die ganze familie - plus die neue Katz - mitbringen. Ich mag Tier sehr! Trotzdem kann ich keins zu Hause haben, weil ich keine Zeit habe, um den zu kümmern. Denk an meinen Vorschlag, bitte, und beantwort mich so bald wie möglich! Ich warte ungeduldig auf deine Antwort! Viele liebe Grüße dein Friedrich"
1091_0000256,1,1,1,2,1,1,1,0,"Stadt X, 13.03-12 Liebe Julia, Wie geht´s es dir? Ich habe früher Plan für einen Wochenendausflug nach Stadt Y zu machen. Leider kann ich nicht fahren. Ich bin KranK. Ich müss einen Paar Tagen ins Bett bleiben. Ich habe schon einen U-Bahn Fahrkarte gekauft Möchtest du die Fahrkarte haben? Es gibt viele Sehenwundigkeit in Stadt Y. Ich liebe Dich! Bis bald! dein Tobias","Stadt X , 13.03 -12 Liebe Julia , wie geht´s dir ? Ich habe früher einen Plan , einen Wochenendausflug nach Stadt Y zu machen . Leider kann ich nicht fahren . Ich bin krank . Ich muss ein paar Tage im Bett bleiben . Ich habe schon eine U-Bahn-Fahrkarte gekauft . Möchtest du die Fahrkarte haben ? Es gibt viele Sehenswürdigkeiten in Stadt Y . Ich liebe Dich ! Bis bald ! dein Tobias",2.0,A2,"CEFR Level: A2

Answer:
Stadt X, 13.03-12 Liebe Julia, Wie geht´s es dir? Ich habe früher Plan für einen Wochenendausflug nach Stadt Y zu machen. Leider kann ich nicht fahren. Ich bin KranK. Ich müss einen Paar Tagen ins Bett bleiben. Ich habe schon einen U-Bahn Fahrkarte gekauft Möchtest du die Fahrkarte haben? Es gibt viele Sehenwundigkeit in Stadt Y. Ich liebe Dich! Bis bald! dein Tobias"
